Date-Time,Instantaneous computed discharge (cfs),Computed instantaneous suspended sediment (mg/L),"Computed instantaneous suspended sediment, lower 90% prediction (mg/L)","Computed instantaneous suspended sediment, upper 90% prediction (mg/L)",Computed instantaneous sediment corrected backscatter (dB)
12/28/2017 14:00,2760,1.0,1.0,2.8,51
12/28/2017 13:00,2760,1.0,1.0,2.8,51
12/28/2017 12:00,2680,1.0,1.0,2.8,51
12/28/2017 11:00,2440,1.0,1.0,2.7,51
12/28/2017 10:00,2470,1.0,1.0,2.7,52
12/28/2017 09:00,2740,1.1,1.0,2.8,53
12/28/2017 08:00,2890,1.0,1.0,2.7,52
12/28/2017 07:00,2710,1.0,1.0,2.8,51
12/28/2017 06:00,2620,1.0,1.0,2.8,51
12/28/2017 05:00,2700,1.0,1.0,2.8,51
12/28/2017 04:00,2820,1.0,1.0,2.7,52
12/28/2017 03:00,2740,1.0,1.0,2.7,51
12/28/2017 02:00,2700,1.1,1.0,2.8,53
12/28/2017 01:00,2660,1.2,1.0,3.2,53
12/28/2017 00:00,2770,1.0,1.0,2.7,52
12/27/2017 23:00,2530,1.2,1.0,3.2,53
12/27/2017 22:00,2450,1.4,1.0,3.6,54
12/27/2017 21:00,2450,1.3,1.0,3.4,54
12/27/2017 20:00,2490,1.1,1.0,3.0,53
12/27/2017 19:00,2530,1.2,1.0,3.2,53
12/27/2017 18:00,2680,1.0,1.0,2.8,53
12/27/2017 17:00,2800,1.0,1.0,2.7,51
12/27/2017 16:00,2840,1.0,1.0,2.7,52
12/27/2017 15:00,2800,1.2,1.0,3.1,53
12/27/2017 14:00,2750,1.6,1.0,4.0,55
12/27/2017 13:00,2790,1.2,1.0,3.1,53
12/27/2017 12:00,2710,1.4,1.0,3.6,54
12/27/2017 11:00,2870,1.0,1.0,2.7,52
12/27/2017 10:00,2670,1.3,1.0,3.5,54
12/27/2017 09:00,2670,1.2,1.0,3.2,53
12/27/2017 08:00,2790,1.0,1.0,2.7,52
12/27/2017 07:00,2830,1.0,1.0,2.8,51
12/27/2017 06:00,2750,1.1,1.0,2.8,53
12/27/2017 05:00,2820,1.0,1.0,2.7,52
12/27/2017 04:00,2740,1.0,1.0,2.8,51
12/27/2017 03:00,2820,1.0,1.0,2.7,52
12/27/2017 02:00,2940,1.0,1.0,2.7,52
12/27/2017 01:00,2860,1.3,1.0,3.3,54
12/27/2017 00:00,2850,1.3,1.0,3.3,54
12/26/2017 23:00,2770,1.0,1.0,2.7,52
12/26/2017 22:00,2730,1.3,1.0,3.3,54
12/26/2017 21:00,2650,1.5,1.0,4.0,55
12/26/2017 20:00,2690,1.8,1.0,4.6,55
12/26/2017 19:00,2760,1.4,1.0,3.6,54
12/26/2017 18:00,2840,1.1,1.0,3.0,53
12/26/2017 17:00,2880,1.8,1.0,4.5,55
12/26/2017 16:00,2840,1.5,1.0,4.0,55
12/26/2017 15:00,2930,1.5,1.0,3.8,54
12/26/2017 14:00,2930,1.5,1.0,3.8,54
12/26/2017 13:00,2970,2.3,1.0,5.6,56
12/26/2017 12:00,2810,2.0,1.0,5.0,56
12/26/2017 11:00,2810,1.4,1.0,3.7,54
12/26/2017 10:00,2810,1.4,1.0,3.5,54
12/26/2017 09:00,2810,1.8,1.0,4.5,55
12/26/2017 08:00,2810,1.3,1.0,3.5,54
12/26/2017 07:00,2810,1.4,1.0,3.7,54
12/26/2017 06:00,2770,1.1,1.0,3.0,53
12/26/2017 05:00,2810,1.4,1.0,3.7,54
12/26/2017 04:00,2840,1.8,1.0,4.5,55
12/26/2017 03:00,3230,1.7,1.0,4.3,55
12/26/2017 02:00,3160,1.8,1.0,4.7,55
12/26/2017 01:00,3120,2.0,1.0,5.0,56
12/26/2017 00:00,3250,2.0,1.0,5.1,56
12/25/2017 23:00,3150,2.0,1.0,5.0,56
12/25/2017 22:00,2990,2.1,1.0,5.3,56
12/25/2017 21:00,2920,1.9,1.0,4.7,55
12/25/2017 20:00,2920,2.1,1.0,5.3,56
12/25/2017 19:00,3000,1.7,1.0,4.4,55
12/25/2017 18:00,3130,1.8,1.0,4.5,55
12/25/2017 17:00,3250,1.6,1.0,4.0,55
12/25/2017 16:00,3380,1.4,1.0,3.7,54
12/25/2017 15:00,3270,1.4,1.0,3.5,54
12/25/2017 14:00,3190,2.0,1.0,5.1,56
12/25/2017 13:00,3200,2.0,1.0,5.1,56
12/25/2017 12:00,3160,2.7,1.1,6.5,57
12/25/2017 11:00,2930,2.3,1.0,5.7,56
12/25/2017 10:00,3000,2.1,1.0,5.2,56
12/25/2017 09:00,2920,2.4,1.0,5.8,56
12/25/2017 08:00,2910,2.9,1.2,7.0,57
12/25/2017 07:00,3140,2.4,1.0,5.9,57
12/25/2017 06:00,3290,3.3,1.4,7.9,58
12/25/2017 05:00,3520,2.9,1.2,7.1,57
12/25/2017 04:00,3480,2.6,1.1,6.4,57
12/25/2017 03:00,3760,3.5,1.5,8.3,58
12/25/2017 02:00,3690,4.6,2.0,11,60
12/25/2017 01:00,3730,3.9,1.6,9.1,59
12/25/2017 00:00,3650,3.2,1.3,7.7,58
12/24/2017 23:00,3770,4.0,1.7,9.4,59
12/24/2017 22:00,3890,4.5,1.9,10,59
12/24/2017 21:00,3770,4.6,2.0,11,60
12/24/2017 20:00,3890,4.1,1.7,9.5,59
12/24/2017 19:00,3780,4.2,1.8,9.8,59
12/24/2017 18:00,3740,5.0,2.2,12,60
12/24/2017 17:00,3500,4.8,2.1,11,60
12/24/2017 16:00,3700,4.0,1.7,9.4,59
12/24/2017 15:00,3700,4.4,1.9,10,59
12/24/2017 14:00,3700,3.9,1.6,9.1,59
12/24/2017 13:00,3740,4.0,1.7,9.4,59
12/24/2017 12:00,3780,4.9,2.1,11,60
12/24/2017 11:00,3860,5.4,2.4,12,60
12/24/2017 10:00,3820,4.2,1.8,9.7,59
12/24/2017 09:00,3870,5.6,2.4,13,60
12/24/2017 08:00,3860,4.9,2.1,11,60
12/24/2017 07:00,4070,5.1,2.2,12,60
12/24/2017 06:00,4030,5.8,2.5,13,61
12/24/2017 05:00,4230,5.5,2.4,13,60
12/24/2017 04:00,4150,5.6,2.4,13,60
12/24/2017 03:00,4240,6.1,2.7,14,61
12/24/2017 02:00,4240,7.3,3.3,16,62
12/24/2017 01:00,4280,7.0,3.1,16,61
12/24/2017 00:00,4490,5.3,2.3,12,60
12/23/2017 23:00,4460,6.1,2.7,14,61
12/23/2017 22:00,4460,6.3,2.8,14,61
12/23/2017 21:00,4420,6.3,2.8,14,61
12/23/2017 20:00,4390,6.0,2.7,14,61
12/23/2017 19:00,4350,5.7,2.5,13,61
12/23/2017 18:00,4190,7.3,3.3,16,62
12/23/2017 17:00,4200,6.9,3.1,15,61
12/23/2017 16:00,4120,6.1,2.7,14,61
12/23/2017 15:00,4130,6.2,2.7,14,61
12/23/2017 14:00,4090,6.4,2.8,14,61
12/23/2017 13:00,4080,6.5,2.9,15,61
12/23/2017 12:00,4080,6.5,2.9,15,61
12/23/2017 11:00,3910,6.4,2.9,15,61
12/23/2017 10:00,4030,9.3,4.2,20,63
12/23/2017 09:00,4020,8.7,4.0,19,62
12/23/2017 08:00,3940,9.8,4.5,21,63
12/23/2017 07:00,4010,9.5,4.3,21,63
12/23/2017 06:00,4090,12,5.6,26,64
12/23/2017 05:00,4250,12,5.6,26,64
12/23/2017 04:00,4250,12,5.6,26,64
12/23/2017 03:00,4490,11,5.0,23,63
12/23/2017 02:00,4410,11,5.3,25,64
12/23/2017 01:00,4670,11,5.2,24,64
12/23/2017 00:00,4670,13,5.9,27,64
12/22/2017 23:00,4760,12,5.4,25,64
12/22/2017 22:00,4720,13,6.3,28,64
12/22/2017 21:00,4600,14,6.8,31,65
12/22/2017 20:00,4600,13,6.2,28,64
12/22/2017 19:00,4650,12,5.5,25,64
12/22/2017 18:00,4690,11,5.1,24,64
12/22/2017 17:00,4570,13,6.2,28,64
12/22/2017 16:00,4660,12,5.6,26,64
12/22/2017 15:00,4380,12,5.4,25,64
12/22/2017 14:00,4260,11,5.2,24,64
12/22/2017 13:00,4090,11,4.9,23,63
12/22/2017 12:00,4340,11,5.0,24,64
12/22/2017 11:00,4160,12,5.4,25,64
12/22/2017 10:00,4280,15,7.1,32,65
12/22/2017 09:00,4320,13,6.0,27,64
12/22/2017 08:00,4400,16,7.8,34,65
12/22/2017 07:00,4440,14,6.6,30,65
12/22/2017 06:00,4440,13,6.3,29,65
12/22/2017 05:00,4600,15,7.2,32,65
12/22/2017 04:00,4760,16,7.4,33,65
12/22/2017 03:00,4960,17,7.9,35,65
12/22/2017 02:00,4760,19,9.2,40,66
12/22/2017 01:00,4890,21,10,43,67
12/22/2017 00:00,4890,16,7.6,34,65
12/21/2017 23:00,4850,18,8.8,38,66
12/21/2017 22:00,4980,16,7.9,35,65
12/21/2017 21:00,4940,18,8.5,37,66
12/21/2017 20:00,5160,16,7.8,35,65
12/21/2017 19:00,4960,16,7.6,34,65
12/21/2017 18:00,5050,18,8.7,38,66
12/21/2017 17:00,5170,20,9.5,41,66
12/21/2017 16:00,5050,19,9.1,40,66
12/21/2017 15:00,4930,18,8.8,38,66
12/21/2017 14:00,4810,19,9.3,40,66
12/21/2017 13:00,4890,22,11,46,67
12/21/2017 12:00,4940,20,9.8,42,66
12/21/2017 11:00,5020,20,9.8,42,66
12/21/2017 10:00,4990,23,11,47,67
12/21/2017 09:00,4910,23,11,47,67
12/21/2017 08:00,4990,21,10,44,67
12/21/2017 07:00,5000,23,11,47,67
12/21/2017 06:00,4910,26,13,53,68
12/21/2017 05:00,4920,22,10,45,67
12/21/2017 04:00,4960,22,11,45,67
12/21/2017 03:00,4960,23,11,47,67
12/21/2017 02:00,5010,22,11,45,67
12/21/2017 01:00,5180,19,9.3,40,66
12/21/2017 00:00,5140,21,9.9,43,66
12/20/2017 23:00,5180,20,9.5,41,66
12/20/2017 22:00,5280,19,9.1,40,66
12/20/2017 21:00,5070,23,11,47,67
